Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
31,5,11.001852,76.976268,11.131852,77.106268,19:29:58,19:44:54,Fog,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,42
25,4.9,22.732225,75.874765,22.842225,75.984765,20:33:31,20:41:10,Windy,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,17
31,4.6,22.311844,73.165081,22.331844,73.185081,9:45:13,9:58:00,Stormy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,26
27,4.9,11.001852,76.976268,11.041852,77.016268,17:03:43,17:07:05,Fog,Medium ,0,Drinks ,motorcycle ,0,No ,Urban ,21
39,4.3,21.149834,72.778666,21.229834,72.858666,17:48:45,17:54:06,Cloudy,Medium ,1,Drinks ,scooter ,2,No ,Metropolitian ,35
28,4.7,22.311603,73.165012,22.441603,73.295012,22:35:41,22:54:15,Cloudy,Low ,2,Buffet ,scooter ,1,No ,NaN ,26
38,4.2,22.745049,75.892471,22.835049,75.982471,19:37:07,19:48:31,Fog,Jam ,2,Meal ,scooter ,0,Yes ,Metropolitian ,45
22,4.8,30.890184,75.829615,30.970184,75.909615,22:34:22,22:40:43,Cloudy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,26
21,4.6,26.902328,75.794257,26.972328,75.864257,20:01:00,20:16:13,Fog,Jam ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,41
27,4.9,11.024839,77.007003,11.044839,77.027003,9:02:50,9:08:06,Stormy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,12
35,5,19.1813,72.836191,19.2413,72.896191,18:01:31,18:12:01,Cloudy,Medium ,0,Snack ,motorcycle ,0,No ,NaN ,26
29,4.9,21.183434,72.814492,21.213434,72.844492,18:49:47,19:03:57,Cloudy,Medium ,2,Meal ,motorcycle ,0,No ,Metropolitian ,10
30,4.8,22.308096,73.167753,22.398096,73.257753,19:58:04,20:07:54,Sandstorms,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,29
31,4.5,23.369746,85.33982,23.409746,85.37982,15:02:33,15:14:17,Sandstorms,High ,1,Snack ,scooter ,0,No ,Urban ,28
27,4.9,17.422819,78.449578,17.532819,78.559578,18:22:45,18:30:30,Sandstorms,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,28
28,4.8,12.323194,76.630583,12.403194,76.710583,21:56:59,22:02:36,Fog,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,40
39,4.5,26.914142,75.805704,26.984142,75.875704,18:55:31,18:56:07,Windy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,34
29,4.1,9.959778,76.296106,10.039778,76.376106,18:55:58,19:04:02,Fog,Medium ,1,Drinks ,scooter ,0,No ,Metropolitian ,39
35,4.3,21.170798,72.790489,21.260798,72.880489,23:32:48,23:47:34,Cloudy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,35
28,4.8,23.39925,85.390464,23.50925,85.500464,18:26:48,18:44:08,Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,22
34,4.7,11.026117,76.944652,11.066117,76.984652,13:40:13,13:51:46,Sunny,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,19
35,4.9,13.005801,80.250744,13.135801,80.380744,17:59:23,18:05:27,Sunny,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,25
26,5,17.428294,78.404423,17.478294,78.454423,21:21:52,21:31:24,Cloudy,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,29
35,4.7,12.935662,77.61413,12.945662,77.62413,11:49:49,11:54:26,Fog,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,34
27,4.9,12.975996,80.221898,13.055996,80.301898,22:41:24,22:57:27,Stormy,Low ,0,Buffet ,motorcycle ,,No ,Metropolitian ,17
30,5,17.411028,78.329645,17.481028,78.399645,18:49:35,19:01:17,Sandstorms,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,24
29,5,27.163303,78.057044,27.273303,78.167044,20:16:16,20:23:58,Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,34
35,4.9,26.913987,75.752891,26.973987,75.812891,19:27:29,19:35:39,Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,39
20,4.9,19.178321,72.834715,19.228321,72.884715,21:30:11,21:44:51,Fog,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,28
23,4.8,21.157729,72.768726,21.227729,72.838726,21:57:55,22:02:55,Fog,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,38
39,4.8,10.994136,76.963303,11.124136,77.093303,17:37:15,17:53:20,Cloudy,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,33
29,5,13.026286,80.275235,13.116286,80.365235,21:43:22,21:49:58,Stormy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,20
32,4.1,25.449659,81.839744,25.459659,81.849744,10:25:39,10:40:35,Sandstorms,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,21
34,4.1,26.471617,80.313564,26.501617,80.343564,22:34:35,22:45:30,Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,33
28,4.6,18.53408,73.89852,18.54408,73.90852,10:35:31,10:42:16,Sunny,Low ,0,Meal ,motorcycle ,,No ,Urban ,17
39,4.8,22.751234,75.88949,22.781234,75.91949,22:24:12,22:29:14,Stormy,Low ,1,Drinks ,motorcycle ,,No ,Metropolitian ,29
30,4.8,12.310972,76.659264,12.370972,76.719264,22:30:22,22:43:02,Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,27
31,4.7,11.026117,76.944652,11.156117,77.074652,21:33:43,21:41:56,Sandstorms,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,30
22,4.8,11.008638,76.984311,11.068638,77.044311,19:56:54,20:11:50,Sunny,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,17
30,4.6,15.498603,73.826911,15.568603,73.896911,21:41:00,21:59:50,Cloudy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,43
32,4.4,21.170798,72.790489,21.260798,72.880489,21:20:50,21:34:04,Sandstorms,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,36
34,4.2,26.910262,75.783013,26.960262,75.833013,18:39:28,18:50:10,Sandstorms,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,31
23,4.8,21.17106,72.789292,21.18106,72.799292,9:43:31,9:52:08,Fog,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,18
31,4.5,17.45971,78.368855,17.52971,78.438855,19:16:30,19:25:17,Stormy,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,40
34,4.3,23.233219,77.433571,23.313219,77.513571,21:48:49,22:01:18,Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,36
39,4.5,21.170798,72.790489,21.210798,72.830489,12:34:49,12:40:55,Stormy,High ,2,Snack ,scooter ,1,No ,Urban ,26
38,4.6,15.544419,73.755736,15.624419,73.835736,23:23:46,23:28:11,Stormy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,21
36,5,15.574828,73.766883,15.654828,73.846883,18:55:32,19:08:07,Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,30
36,4.7,19.055831,72.833984,19.085831,72.863984,20:35:56,20:46:54,Stormy,Jam ,1,Buffet ,motorcycle ,1,No ,Urban ,28
33,4.6,11.022169,76.999594,11.132169,77.109594,18:33:45,18:46:09,Stormy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,29
32,4.8,12.323225,76.630028,12.393225,76.700028,22:34:17,22:42:04,Stormy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,27
24,4.2,12.906229,77.596791,12.976229,77.666791,19:11:26,19:19:38,Sandstorms,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,37
21,4.8,10.000706,76.349516,10.130706,76.479516,22:17:13,22:23:54,Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,26
32,4.7,17.440827,78.393391,17.490827,78.443391,21:28:20,21:35:27,Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,21
39,4.9,17.426228,78.407495,17.436228,78.417495,11:53:08,12:07:11,Sunny,High ,2,Buffet ,scooter ,1,No ,Urban ,20
28,4.8,12.337978,76.616792,12.367978,76.646792,18:28:22,18:37:48,Sunny,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,13
23,5,22.751857,75.866699,22.761857,75.876699,10:30:49,10:39:43,Sunny,Low ,1,Buffet ,scooter ,0,No ,Urban ,17
30,5,23.357804,85.325146,23.417804,85.385146,18:28:10,18:31:35,Fog,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,19
26,4.5,13.044694,80.26147,13.064694,80.28147,9:23:55,9:29:58,Sandstorms,Low ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,16
33,3.4,22.745536,75.893106,22.825536,75.973106,22:33:07,22:45:46,Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,31
24,4.7,12.933298,77.614293,13.063298,77.744293,21:28:36,21:33:53,Cloudy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,36
38,4.9,18.592718,73.773572,18.632718,73.813572,14:39:44,14:51:23,Fog,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,38
25,4,23.233219,77.433571,23.243219,77.443571,8:33:10,8:35:46,Stormy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,16
25,4.3,22.311844,73.165081,22.421844,73.275081,18:40:32,18:55:25,Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,32
25,4.6,19.121999,72.908493,19.181999,72.968493,17:12:23,17:21:45,Fog,Medium ,0,Meal ,motorcycle ,,No ,Metropolitian ,22
21,4.9,11.024839,77.007003,11.114839,77.097003,21:29:11,21:34:30,Sunny,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,11
33,4.9,27.201725,78.007553,27.231725,78.037553,23:19:00,23:28:49,Sunny,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,17
27,4.9,26.90519,75.810753,26.91519,75.820753,11:12:52,11:18:03,Stormy,High ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,26
24,4.5,13.022394,80.242439,13.052394,80.272439,23:13:04,23:20:55,Sandstorms,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,16
38,4.5,23.230791,77.43702,23.260791,77.46702,22:42:05,22:55:44,Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,26
37,5,12.310972,76.659264,12.340972,76.689264,22:25:24,22:32:26,Stormy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,29
39,4.8,17.431477,78.40035,17.521477,78.49035,21:44:34,21:45:16,Sunny,Jam ,0,Buffet ,motorcycle ,0,No ,Urban ,25
36,4.9,22.307898,73.167788,22.437898,73.297788,18:11:44,18:17:14,Fog,Medium ,2,Meal ,electric_scooter ,0,No ,Urban ,30
37,4.8,11.022298,76.998349,11.112298,77.088349,22:30:35,22:49:25,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,22
23,4.6,23.416792,85.316842,23.506792,85.406842,18:53:10,18:59:31,Sunny,Medium ,1,Buffet ,scooter ,1,No ,Urban ,16
28,4.8,22.31279,73.170283,22.34279,73.200283,23:55:38,0:04:24,Sunny,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,17
38,4.7,18.539299,73.897902,18.579299,73.937902,14:37:34,14:44:50,Fog,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,28
33,3.7,23.374878,85.335739,23.504878,85.465739,19:52:40,20:02:58,Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,32
24,4.1,17.429585,78.392621,17.459585,78.422621,20:49:01,21:03:26,Sunny,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,49
22,4.6,22.515082,88.36783,22.525082,88.37783,9:01:27,9:12:28,Fog,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,11
24,4.9,17.458998,78.500366,17.508998,78.550366,19:54:51,20:05:10,Cloudy,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,25
30,4.7,22.732225,75.874765,22.792225,75.934765,21:38:08,21:41:05,Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,28
29,4.9,10.96185,76.971082,10.99185,77.001082,19:04:36,19:09:57,Windy,Medium ,0,Drinks ,motorcycle ,1,No ,NaN ,19
29,4.6,26.911927,75.797282,27.021927,75.907282,19:26:44,19:30:13,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,38
23,5,17.440827,78.393391,17.500827,78.453391,21:40:36,21:49:04,Fog,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,30
23,4.4,22.311358,73.164798,22.331358,73.184798,9:28:03,9:42:33,Windy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,24
26,4,23.371292,85.327872,23.461292,85.417872,20:48:40,21:04:10,Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,39
20,4.7,18.593481,73.785901,18.643481,73.835901,21:16:15,21:22:53,Sandstorms,Jam ,0,Buffet ,motorcycle ,0,No ,Urban ,18
31,4.6,12.321214,76.621094,12.361214,76.661094,13:53:01,14:01:22,Windy,High ,1,Meal ,scooter ,1,No ,Metropolitian ,29
26,5,18.994237,72.825553,19.124237,72.955553,21:31:42,21:47:30,Cloudy,Jam ,0,Drinks ,motorcycle ,0,No ,Semi-Urban ,48
26,4.4,12.98041,77.640489,13.00041,77.660489,9:23:49,9:37:27,Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Urban ,29
33,4.8,12.323978,76.627961,12.433978,76.737961,23:50:07,23:52:47,Stormy,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,15
20,4.7,18.543626,73.905101,18.553626,73.915101,10:27:56,10:44:33,Sandstorms,Low ,1,Meal ,scooter ,0,No ,Urban ,11
24,4.9,11.022169,76.999594,11.152169,77.129594,20:32:51,20:40:52,Cloudy,Jam ,1,Drinks ,scooter ,0,No ,Urban ,36
39,4.3,18.994049,72.825203,19.004049,72.835203,10:23:17,10:28:15,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,23
20,4.9,22.311844,73.165081,22.361844,73.215081,17:33:32,17:45:25,Fog,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,16
31,5,26.905287,75.794592,27.035287,75.924592,19:49:40,19:51:51,Windy,Jam ,0,Meal ,motorcycle ,0,No ,Urban ,54
28,4.2,23.39925,85.390464,23.40925,85.400464,8:33:26,8:45:32,Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,16
22,4.8,26.479108,80.315042,26.549108,80.385042,19:47:51,19:57:44,Windy,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,26
38,4.8,19.22384,72.841347,19.35384,72.971347,22:16:20,22:33:29,Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,40
27,4.5,18.994237,72.825553,19.034237,72.865553,16:58:19,17:13:06,Cloudy,Medium ,1,Drinks ,scooter ,1,No ,Urban ,12
31,4.3,18.530963,73.828972,18.550963,73.848972,10:36:14,10:43:08,Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,20
37,4.5,18.554382,73.798206,18.574382,73.818206,9:45:03,9:45:46,Fog,Low ,1,Drinks ,motorcycle ,1,No ,Urban ,15
30,4.5,11.026117,76.944652,11.136117,77.054652,17:44:26,17:57:31,Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,28
28,4.9,21.175104,72.804342,21.255104,72.884342,19:44:31,19:58:26,Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,24
28,5,18.543626,73.905101,18.623626,73.985101,20:11:14,20:29:19,Cloudy,Jam ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,30
20,4.1,12.337928,76.617889,12.427928,76.707889,17:38:11,17:44:26,Fog,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,39
31,4.8,13.045479,80.23311,13.095479,80.28311,18:12:56,18:18:26,Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
38,4.7,11.006686,76.951736,11.086686,77.031736,19:41:36,19:57:53,Cloudy,Jam ,0,Meal ,motorcycle ,3,No ,Semi-Urban ,52
38,4.8,12.970221,77.645396,13.060221,77.735396,17:37:48,17:50:46,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,28
22,4.8,12.972161,77.596014,12.992161,77.616014,8:18:10,8:28:58,Cloudy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,10
37,4,22.744648,75.894377,22.834648,75.984377,21:22:26,21:33:10,Stormy,Jam ,0,Snack ,motorcycle ,3,No ,Metropolitian ,54
32,4.6,12.352058,76.60665,12.422058,76.67665,22:17:28,22:27:34,Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Urban ,26
24,5,11.006686,76.951736,11.096686,77.041736,22:11:21,22:26:47,Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Urban ,10
23,4.8,18.55144,73.804855,18.61144,73.864855,21:47:31,22:03:09,Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,29
37,4.7,26.911378,75.789034,26.931378,75.809034,10:14:08,10:16:38,Sunny,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,25
25,5,26.921411,75.793604,27.051411,75.923604,23:55:59,0:06:08,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,24
30,4.5,18.539299,73.897902,18.649299,74.007902,23:48:08,23:53:41,Sandstorms,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,20
35,5,17.426228,78.407495,17.446228,78.427495,8:49:41,9:00:40,Fog,Low ,1,Drinks ,scooter ,0,No ,Urban ,15
20,4.9,11.022477,76.995667,11.052477,77.025667,18:38:42,18:49:55,Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,22
39,4.7,13.091809,80.219104,13.121809,80.249104,17:29:40,17:39:10,Windy,Medium ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,33
24,4.7,22.651847,75.881991,22.681847,75.911991,17:18:55,17:25:15,Fog,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,15
31,4.7,19.055831,72.833984,19.125831,72.903984,21:17:40,21:21:35,Cloudy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,41
31,4.2,11.003669,76.976494,11.133669,77.106494,21:34:29,21:43:14,Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Semi-Urban ,52
25,4.7,12.311072,76.654878,12.391072,76.734878,17:57:45,18:12:06,Cloudy,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,29
20,4.8,18.53408,73.89852,18.64408,74.00852,22:33:44,22:41:24,Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,16
34,4.7,12.949934,77.699386,12.959934,77.709386,10:13:43,10:25:09,Fog,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,19
38,4.9,21.149669,72.772629,21.189669,72.812629,16:41:55,16:45:28,Fog,Medium ,1,Drinks ,scooter ,1,No ,Urban ,17
39,4.2,21.186438,72.794115,21.226438,72.834115,13:11:18,13:25:53,Cloudy,High ,2,Snack ,electric_scooter ,1,No ,Urban ,32
39,4.2,23.371292,85.327872,23.441292,85.397872,17:16:20,17:23:29,Cloudy,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,34
27,4.9,17.431477,78.40035,17.461477,78.43035,20:22:36,20:35:08,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,16
34,4.9,23.351489,85.324253,23.411489,85.384253,21:58:42,22:00:30,Sandstorms,Jam ,1,Meal ,scooter ,0,No ,Urban ,29
35,3.7,27.163303,78.057044,27.273303,78.167044,19:12:05,19:23:10,Stormy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,36
26,4.9,13.058616,80.264151,13.168616,80.374151,19:01:35,19:07:16,Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,28
33,4,17.422819,78.449578,17.512819,78.539578,17:35:10,17:38:30,Cloudy,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,36
33,4,22.760072,75.892574,22.790072,75.922574,19:53:07,19:57:25,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,31
29,5,22.751234,75.88949,22.811234,75.94949,19:20:42,19:38:48,Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,35
33,4.5,22.74806,75.8934,22.75806,75.9034,9:12:24,9:27:42,Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,26
33,4.7,22.760072,75.892574,22.780072,75.912574,8:14:44,8:23:45,Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,21
23,5,23.359194,85.325447,23.399194,85.365447,12:17:27,12:22:55,Stormy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,28
21,5,21.173493,72.801953,21.213493,72.841953,14:49:08,14:58:14,Sunny,High ,2,Drinks ,scooter ,1,No ,Urban ,14
35,4.9,22.310526,73.170937,22.400526,73.260937,20:49:49,20:54:25,Cloudy,Jam ,2,Meal ,motorcycle ,1,Yes ,Metropolitian ,44
37,4.9,25.457116,81.859682,25.517116,81.919682,20:57:45,21:06:03,Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,33
25,4.5,17.483216,78.552111,17.493216,78.562111,11:35:25,11:40:42,Sunny,High ,2,Buffet ,electric_scooter ,1,No ,NaN ,19
38,4.8,13.054347,80.257221,13.184347,80.387221,23:00:02,23:07:09,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,23
22,4.8,15.303897,73.914336,15.393897,74.004336,17:24:18,17:36:20,Fog,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,26
26,4.5,9.982834,76.283268,10.062834,76.363268,18:54:01,19:05:27,Stormy,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,24
32,4.6,22.732225,75.874765,22.802225,75.944765,23:57:46,0:13:28,Cloudy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,26
33,4.7,26.90519,75.810753,26.91519,75.820753,10:25:01,10:26:09,Windy,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,23
26,4.9,22.728163,75.884212,22.758163,75.914212,17:17:15,17:28:56,Windy,Medium ,0,Snack ,motorcycle ,,No ,Urban ,15
27,4.5,26.905287,75.794592,26.945287,75.834592,14:48:05,15:02:31,Stormy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,28
30,4.8,23.353783,85.326967,23.363783,85.336967,11:38:18,11:40:39,Sunny,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28
31,4.3,12.975996,80.221898,12.985996,80.231898,11:54:42,12:07:15,Windy,High ,1,Snack ,scooter ,1,No ,NaN ,33
28,4,17.428294,78.404423,17.508294,78.484423,20:32:38,20:46:36,Stormy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,32
34,4.4,19.003517,72.82765,19.133517,72.95765,23:43:48,23:51:14,Fog,Low ,0,Meal ,motorcycle ,0,Yes ,NaN ,44
39,4,13.081878,80.248519,13.191878,80.358519,20:53:45,21:09:59,Stormy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,38
30,4.8,18.536718,73.830327,18.546719,73.840328,11:17:48,11:25:04,Sunny,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
27,4.6,22.725835,75.887648,22.815835,75.977648,21:35:19,21:37:15,Fog,Jam ,2,Buffet ,motorcycle ,2,Yes ,Metropolitian ,42
31,4.9,17.428294,78.404423,17.478294,78.454423,22:40:58,22:52:54,Sandstorms,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,24
21,4.8,12.972532,77.608179,13.102532,77.738179,19:43:57,19:55:36,Fog,Jam ,2,Meal ,scooter ,1,No ,Urban ,37
33,4.7,15.546594,73.760431,15.576594,73.790431,23:11:49,23:24:57,Sandstorms,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,28
20,4.5,19.065838,72.832658,19.195838,72.962658,20:50:49,21:09:02,Sunny,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,22
23,4.9,12.326356,76.619103,12.456356,76.749103,20:26:29,20:38:18,Sunny,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,22
38,4.9,11.022477,76.995667,11.112477,77.085667,20:03:15,20:05:10,Fog,Jam ,2,Snack ,scooter ,1,Yes ,Metropolitian ,47
39,4.6,18.554382,73.798206,18.634382,73.878206,22:33:15,22:39:27,Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,26
30,3.5,19.12663,72.829976,19.19663,72.899976,22:26:38,22:31:05,Cloudy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,36
30,4.8,26.47775,80.351569,26.51775,80.391569,14:28:47,14:39:12,Stormy,High ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,26
27,4.9,23.374989,85.335486,23.484989,85.445486,17:29:57,17:32:56,Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,33
23,4.8,18.554382,73.798206,18.594382,73.838206,15:41:17,15:52:00,Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,16
35,4.5,23.359194,85.325447,23.489194,85.455447,23:58:28,0:00:16,Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,22
30,4,17.433809,78.386744,17.513809,78.466744,20:39:52,20:54:11,Sunny,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,36
23,4.8,18.543626,73.905101,18.623626,73.985101,18:38:46,18:42:49,Sandstorms,Medium ,1,Drinks ,motorcycle ,0,No ,Urban ,20
39,4.7,22.732225,75.874765,22.742225,75.884765,11:20:55,11:33:14,Windy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,30
21,4.7,17.433809,78.386744,17.443809,78.396744,10:16:43,10:33:53,Sunny,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,19
24,4.9,23.416792,85.316842,23.546792,85.446842,22:51:10,23:02:50,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,16
34,4.3,22.308096,73.167753,22.318096,73.177753,10:55:02,11:08:53,Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,32
22,4.7,9.959778,76.296106,9.999778,76.336106,15:02:45,15:06:10,Cloudy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,24
22,4.8,23.333017,85.3172,23.443017,85.4272,22:49:00,23:04:11,Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,24
21,4.8,23.374878,85.335739,23.444878,85.405739,22:21:42,22:33:02,Windy,Low ,2,Snack ,electric_scooter ,0,No ,Urban ,14
37,4.8,19.120083,72.907385,19.170083,72.957385,17:15:30,17:20:15,Sunny,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,21
32,4.7,23.354422,85.3329,23.424422,85.4029,20:31:20,20:36:36,Stormy,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,30
31,4.9,30.89286,75.822199,30.93286,75.862199,14:15:43,14:31:44,Stormy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,26
37,4.2,11.003008,76.97544,11.023008,76.99544,9:51:48,10:02:24,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30
